id,has_TM,has_SP
seq155843,0,0
seq156939,0,0
seq157465,0,0
seq157724,0,0
seq159084,0,0
seq159950,0,0
seq160096,0,0
seq161354,0,0
seq161631,0,0
seq161745,0,0
seq161791,0,0
seq162221,0,0
seq162769,0,0
seq163057,0,0
seq163070,0,0
seq163809,0,0
seq164009,0,0
seq164742,0,0
seq165651,0,0
seq165868,0,0
seq166053,0,0
seq166304,0,0
seq168938,0,0
seq169126,0,0
seq169278,0,0
seq170160,0,0
seq170380,0,0
seq170524,0,0
seq171032,0,0
seq171422,0,0
seq171664,0,0
seq171787,0,0
seq171942,0,0
seq171993,0,0
seq172256,0,0
seq172285,0,0
seq172429,0,0
seq173183,0,0
seq173368,0,0
seq173880,0,0
seq174609,0,0
seq174917,0,0
seq175243,0,0
seq175690,0,0
seq176333,0,0
seq176344,0,0
seq177299,0,0
seq177626,0,0
seq177738,0,0
seq177843,0,0
seq178067,0,0
seq178274,0,0
seq178749,0,0
seq179127,0,0
seq179406,0,0
seq179488,0,0
seq179668,0,0
seq179898,0,0
seq180892,0,0
seq181322,0,0
seq181681,0,0
seq181882,0,0
seq181925,0,0
seq182242,0,0
seq182476,0,0
seq182702,0,0
seq183171,0,0
seq183271,0,0
seq183429,0,0
seq183774,0,0
seq184643,0,0
seq185675,0,0
seq186728,0,0
seq187084,0,0
seq187761,0,0
seq187869,0,0
seq188480,0,0
seq188638,0,0
seq188877,0,0
seq189009,0,0
seq189118,0,0
seq189125,0,0
seq189321,0,0
seq189977,0,0
seq190490,0,0
seq190926,0,0
seq190957,0,0
seq191645,0,0
seq191796,0,0
seq192578,0,0
seq192734,0,0
seq193145,0,0
seq193266,0,0
seq194752,0,0
seq194772,0,0
seq195629,0,0
seq195721,0,0
seq195928,0,0
seq196014,0,0
seq196058,0,0
seq196246,0,0
seq196295,0,0
seq196314,0,0
seq196425,0,0
seq196673,0,0
seq197185,0,0
seq197593,0,0
seq198055,0,0
seq198815,0,0
seq198835,0,0
seq199647,0,0
seq199995,0,0
