"","id","score","%id"
"123","seq124",-0.384163,38.9
"124","seq125",-0.393773,0
"125","seq126",-0.218263,52.7
"126","seq127",-0.121845,82.2
"127","seq128",-0.296073,0
"128","seq129",-0.398875,0
"129","seq130",-0.30992,0
"130","seq131",-0.335005,0
"131","seq132",-0.350087,0
"132","seq133",-0.32032,0
"133","seq134",-0.261787,0
"134","seq135",-0.31543,0
"135","seq136",-0.299011,0
"136","seq137",-0.258607,0
"137","seq138",-0.354667,0
"138","seq139",-0.246788,53.3
"139","seq140",-0.362594,33.3
"140","seq141",-0.293847,0
"141","seq142",-0.369265,60
"142","seq143",-0.282377,45.1
"143","seq144",-0.377221,50.6
"144","seq145",-0.21498,67
"145","seq146",-0.289325,53.2
"146","seq147",-0.26859,36.2
"147","seq148",-0.357103,0
"148","seq149",-0.366391,0
"149","seq150",-0.322808,0
"150","seq151",-0.394536,0
"151","seq152",-0.286295,33.9
"152","seq153",-0.36965,44.3
"153","seq154",-0.317854,0
"154","seq155",-0.323899,0
"155","seq156",-0.227203,59.5
"156","seq157",-0.268037,0
"157","seq158",-0.195558,62.5
"158","seq159",-0.377765,0
"159","seq160",-0.317129,0
"160","seq161",-0.336249,31.7
"161","seq162",-0.3739,0
"162","seq163",-0.242695,46.1
"163","seq164",-0.221128,53.3
"164","seq165",-0.29513,40.6
"165","seq166",-0.373633,0
"166","seq167",-0.219097,54.3
"167","seq168",-0.317144,0
"168","seq169",-0.169981,65.5
"169","seq170",-0.19527,87.6
"170","seq171",-0.341091,0
"171","seq172",-0.146278,76.9
"172","seq173",-0.37537,37.9
"173","seq174",-0.317663,0
"174","seq175",-0.368203,0
"175","seq176",-0.266124,67.9
"176","seq177",-0.270969,52.9
"177","seq178",-0.196335,61.2
"178","seq179",-0.260276,43.5
"179","seq180",-0.276466,0
"180","seq181",-0.09129,72.7
"181","seq182",-0.250909,73.7
"182","seq183",-0.35367,39
"183","seq184",-0.372298,0
"184","seq185",-0.275765,65.9
"185","seq186",-0.340365,0
"186","seq187",-0.372428,0
"187","seq188",-0.363924,0
"188","seq189",-0.33297,0
"189","seq190",-0.314755,50
"190","seq191",-0.322389,0
"191","seq192",-0.285071,42.6
"192","seq193",-0.299592,42.9
"193","seq194",-0.254237,0
"194","seq195",-0.413865,0
"195","seq196",-0.245096,0
"196","seq197",-0.313492,0
"197","seq198",-0.303741,45.1
"198","seq199",-0.268328,0
"199","seq200",-0.35402,0
"200","seq201",-0.251481,0
"201","seq202",-0.380625,0
"202","seq203",-0.322628,0
"203","seq204",-0.324809,0
"204","seq205",-0.302537,0
"205","seq206",-0.345761,0
"206","seq207",-0.230097,0
"207","seq208",-0.334285,0
"208","seq209",-0.229538,49.4
"209","seq210",-0.224823,57
"210","seq211",-0.289224,0
"211","seq212",-0.341491,45.1
"212","seq213",-0.225902,46.2
"213","seq214",-0.39129,0
"214","seq215",-0.254769,0
"215","seq216",-0.083216,68.9
"216","seq217",-0.236871,45.8
"217","seq218",-0.379765,0
"218","seq219",-0.348317,0
"219","seq220",-0.216746,0
"220","seq221",-0.235713,55.7
"221","seq222",-0.283237,45.7
"222","seq223",-0.288366,0
"223","seq224",-0.310576,0
"224","seq225",-0.351315,44.4
"225","seq226",-0.317757,0
"226","seq227",-0.33481,0
"227","seq228",-0.197749,59.1
"228","seq229",-0.212448,65.4
"229","seq230",-0.146787,69
"230","seq231",-0.135274,82.1
"231","seq232",-0.317119,0
"232","seq233",-0.156576,67.9
"233","seq234",-0.329078,0
"234","seq235",-0.270954,0
"235","seq236",-0.363794,0
"236","seq237",-0.461067,0
"237","seq238",-0.268879,50
"238","seq239",-0.374657,0
"239","seq240",-0.304584,0
"240","seq241",-0.396449,37.1
"241","seq242",-0.240538,39.8
"242","seq243",-0.271367,41.8
"243","seq244",-0.309414,0
"244","seq245",-0.351673,0
"245","seq246",-0.204029,55
"246","seq247",-0.161405,72.3
"247","seq248",-0.275757,0
"248","seq249",-0.365267,42.9
"249","seq250",-0.25365,35.8
"250","seq251",-0.308638,0
"251","seq252",-0.189758,64.7
"252","seq253",-0.288202,0
"253","seq254",-0.322964,55.7
"254","seq255",-0.337909,0
"255","seq256",-0.325024,37.5
"256","seq257",-0.218641,52.7
"257","seq258",-0.202182,74.5
"258","seq259",-0.255174,62.2
"259","seq260",-0.379967,0
"260","seq261",-0.276169,0
"261","seq262",-0.321272,41.4
"262","seq263",-0.248103,66.9
"263","seq264",-0.422645,0
"264","seq265",-0.373592,0
"265","seq266",-0.438021,47.4
"266","seq267",-0.350424,0
"267","seq268",-0.216137,44.2
"268","seq269",-0.275983,0
"269","seq270",-0.176364,71.3
"270","seq271",-0.32687,0
"271","seq272",-0.370438,0
"272","seq273",-0.227977,53.2
"273","seq274",-0.285606,0
"274","seq275",-0.289702,0
"275","seq276",-0.350507,38.5
"276","seq277",-0.200809,52
"277","seq278",-0.275634,37.7
"278","seq279",-0.27479,0
"279","seq280",-0.250737,45.8
"280","seq281",-0.255022,52.7
"281","seq282",-0.230616,51
"282","seq283",-0.14129,70.9
"283","seq284",-0.24717,0
"284","seq285",-0.105694,73.7
"285","seq286",-0.298908,37.8
"286","seq287",-0.416152,26.5
"287","seq288",-0.296678,0
"288","seq289",-0.267744,0
"289","seq290",-0.31941,0
"290","seq291",-0.355094,0
"291","seq292",-0.211163,88.3
"292","seq293",-0.306779,0
"293","seq294",-0.124712,69.8
"294","seq295",-0.381318,0
"295","seq296",-0.247586,54.4
"296","seq297",-0.211619,56.6
"297","seq298",-0.370661,0
"298","seq299",-0.220448,37.1
"299","seq300",-0.331446,0
"300","seq301",-0.282922,64.6
"301","seq302",-0.218073,62.1
"302","seq303",-0.317449,0
"303","seq304",-0.101586,71.9
"304","seq305",-0.166616,76.9
"305","seq306",-0.336184,52.2
"306","seq307",-0.305657,0
"307","seq308",-0.18904,45.5
"308","seq309",-0.351245,0
"309","seq310",-0.326358,0
"310","seq311",-0.282165,0
"311","seq312",-0.224634,0
"312","seq313",-0.300868,0
"313","seq314",-0.393999,0
"314","seq315",-0.194028,40.5
"315","seq316",-0.328442,41.1
"316","seq317",-0.338453,42.3
"317","seq318",-0.344586,43.4
"318","seq319",-0.178202,55
"319","seq320",-0.387335,0
"320","seq321",-0.229696,50.6
"321","seq322",-0.332564,0
"322","seq323",-0.376757,0
"323","seq324",-0.303767,38.1
"324","seq325",-0.371569,0
"325","seq326",-0.303848,0
"326","seq327",-0.332359,0
"327","seq328",-0.33735,0
"328","seq329",-0.317109,0
"329","seq330",-0.308963,0
"330","seq331",-0.376607,0
"331","seq332",-0.361848,0
"332","seq333",-0.165634,94.4
"333","seq334",-0.246908,43.1
"334","seq335",-0.227257,44.4
"335","seq336",-0.299764,0
"336","seq337",-0.348033,0
"337","seq338",-0.268076,0
"338","seq339",-0.290441,0
"339","seq340",-0.180454,64.7
"340","seq341",-0.294491,0
"341","seq342",-0.257028,49.3
"342","seq343",-0.130278,60.8
"343","seq344",-0.312345,50.8
"344","seq345",-0.244007,44.7
"345","seq346",-0.178007,64.8
"346","seq347",-0.315818,0
"347","seq348",-0.231425,0
"348","seq349",-0.337402,0
"349","seq350",-0.28499,0
"350","seq351",-0.124639,82.2
"351","seq352",-0.274742,0
"352","seq353",-0.248209,51.4
"353","seq354",-0.449136,58
"354","seq355",-0.278913,0
"355","seq356",-0.253725,0
"356","seq357",-0.314581,30
"357","seq358",-0.189631,49.3
"358","seq359",-0.275737,0
"359","seq360",-0.311595,0
"360","seq361",-0.210028,40.7
"361","seq362",-0.394054,0
"362","seq363",-0.240818,51.6
"363","seq364",-0.199452,71.5
"364","seq365",-0.381099,0
"365","seq366",-0.273123,41.8
"366","seq367",-0.349661,0
"367","seq368",-0.373636,47.5
"368","seq369",-0.267439,49.6
"369","seq370",-0.329731,0
"370","seq371",-0.268569,0
"371","seq372",-0.32097,85.8
"372","seq373",-0.280607,31.3
"373","seq374",-0.284394,0
"374","seq375",-0.410296,60.4
"375","seq376",-0.112574,74.8
"376","seq377",-0.153989,47.7
"377","seq378",-0.131068,64.2
"378","seq379",-0.273492,36.5
"379","seq380",-0.459031,29.5
"380","seq381",-0.335502,0
"381","seq382",-0.356756,0
"382","seq383",-0.259895,38.6
"383","seq384",-0.323373,0
"384","seq385",-0.337505,0
"385","seq386",-0.281856,48.5
"386","seq387",-0.264484,0
"387","seq388",-0.15371,72
"388","seq389",-0.395357,0
"389","seq390",-0.416246,46.3
"390","seq391",-0.294814,0
"391","seq392",-0.210025,46
"392","seq393",-0.15294,72.4
"393","seq394",-0.260905,0
"394","seq395",-0.283708,0
"395","seq396",-0.250046,55.3
"396","seq397",-0.32405,0
"397","seq398",-0.311746,38.8
"398","seq399",-0.252423,0
"399","seq400",-0.274161,43.1
"400","seq401",-0.390659,0
"401","seq402",-0.320644,0
"402","seq403",-0.145204,72.2
"403","seq404",-0.336618,0
"404","seq405",-0.298283,0
"405","seq406",-0.307707,0
"406","seq407",-0.264143,36.4
"407","seq408",-0.387861,0
"408","seq409",-0.173149,51.9
"409","seq410",-0.264632,56.4
"410","seq411",-0.325402,0
"411","seq412",-0.206733,57
"412","seq413",-0.296629,37.8
"413","seq414",-0.228239,50
"414","seq415",-0.314919,35.3
"415","seq416",-0.349776,0
"416","seq417",-0.332296,0
"417","seq418",-0.266963,63.4
"418","seq419",-0.280992,37.4
"419","seq420",-0.399714,72.8
"420","seq421",-0.223996,43.5
"421","seq422",-0.362733,0
"422","seq423",-0.30197,34.3
"423","seq424",-0.318573,0
"424","seq425",-0.333941,0
"425","seq426",-0.319617,0
"426","seq427",-0.393475,0
"427","seq428",-0.205331,52
"428","seq429",-0.287136,0
"429","seq430",-0.284654,47.2
"430","seq431",-0.212877,65.6
"431","seq432",-0.366218,0
"432","seq433",-0.306039,36.7
"433","seq434",-0.27116,0
"434","seq435",-0.427867,36.8
"435","seq436",-0.315099,0
"436","seq437",-0.297468,39.7
"437","seq438",-0.270671,57.6
"438","seq439",-0.352869,0
"439","seq440",-0.198402,54.3
"440","seq441",-0.27468,78.7
"441","seq442",-0.313947,0
"442","seq443",-0.235556,53.3
"443","seq444",-0.353431,46.4
"444","seq445",-0.214635,0
"445","seq446",-0.376204,0
"446","seq447",-0.331524,0
"447","seq448",-0.069582,88.7
"448","seq449",-0.305071,0
"449","seq450",-0.171639,62.7
"450","seq451",-0.290938,0
"451","seq452",-0.468374,0
"452","seq453",-0.202013,61.5
"453","seq454",-0.259013,57.1
"454","seq455",-0.256423,50
"455","seq456",-0.395578,0
"456","seq457",-0.399306,0
"457","seq458",-0.338041,0
"458","seq459",-0.41324,0
"459","seq460",-0.264629,43.9
"460","seq461",-0.312392,54
"461","seq462",-0.243094,0
"462","seq463",-0.262788,33
"463","seq464",-0.302664,0
"464","seq465",-0.152702,73.1
"465","seq466",-0.405687,0
"466","seq467",-0.272212,0
"467","seq468",-0.16044,67.3
"468","seq469",-0.377265,0
"469","seq470",-0.293278,0
"470","seq471",-0.254594,48.3
"471","seq472",-0.314356,0
"472","seq473",-0.317435,0
"473","seq474",-0.245544,50
"474","seq475",-0.229909,0
"475","seq476",-0.325647,0
"476","seq477",-0.235517,54.1
"477","seq478",-0.266072,39.7
"478","seq479",-0.264273,40
"479","seq480",-0.312185,37.6
"480","seq481",-0.333628,32.4
"481","seq482",-0.274479,67.4
"482","seq483",-0.236788,52.5
"483","seq484",-0.349853,0
"484","seq485",-0.200301,67.2
"485","seq486",-0.22408,55.3
"486","seq487",-0.309735,0
"487","seq488",-0.16359,50.4
"488","seq489",-0.29331,0
"489","seq490",-0.273665,43.8
"490","seq491",-0.268286,36.7
"491","seq492",-0.353048,0
"492","seq493",-0.305368,0
"493","seq494",-0.129694,66.9
"494","seq495",-0.300821,0
"495","seq496",-0.245784,0
"496","seq497",-0.303903,0
"497","seq498",-0.339617,39.4
"498","seq499",-0.339792,0
"499","seq500",-0.343157,0
"500","seq501",-0.248679,0
"501","seq502",-0.169828,56.2
"502","seq503",-0.28259,54.4
"503","seq504",-0.254966,0
"504","seq505",-0.307804,35
"505","seq506",-0.17879,57.3
"506","seq507",-0.249125,38.5
"507","seq508",-0.257192,38.7
"508","seq509",-0.284046,53.7
"509","seq510",-0.296264,0
"510","seq511",-0.337642,0
"511","seq512",-0.347207,0
"512","seq513",-0.311467,49.3
"513","seq514",-0.352727,0
"514","seq515",-0.403342,0
"515","seq516",-0.307409,0
"516","seq517",-0.345815,50
"517","seq518",-0.323433,40.5
"518","seq519",-0.254403,51.2
"519","seq520",-0.303858,0
"520","seq521",-0.314138,0
"521","seq522",-0.343842,0
"522","seq523",-0.367667,38.5
"523","seq524",-0.465584,0
"524","seq525",-0.355517,0
"525","seq526",-0.402422,0
"526","seq527",-0.298949,0
"527","seq528",-0.366696,0
"528","seq529",-0.257737,0
"529","seq530",-0.34449,0
"530","seq531",-0.25398,44.3
"531","seq532",-0.280062,44.8
"532","seq533",-0.381681,0
"533","seq534",-0.284482,0
"534","seq535",-0.410557,0
"535","seq536",-0.162776,76
"536","seq537",-0.228593,58.5
"537","seq538",-0.306072,49
"538","seq539",-0.348771,0
"539","seq540",-0.284272,0
"540","seq541",-0.363232,0
"541","seq542",-0.33754,0
"542","seq543",-0.165662,69.8
"543","seq544",-0.266861,59.2
"544","seq545",-0.321259,0
"545","seq546",-0.244757,0
"546","seq547",-0.3125,0
"547","seq548",-0.213998,53.4
"548","seq549",-0.3235,53.4
"549","seq550",-0.254585,40.7
"550","seq551",-0.34583,0
"551","seq552",-0.334461,0
"552","seq553",-0.282138,0
"553","seq554",-0.33386,30.8
"554","seq555",-0.306299,0
"555","seq556",-0.347743,43.2
"556","seq557",-0.161415,58.6
"557","seq558",-0.356751,0
"558","seq559",-0.306731,51.9
"559","seq560",-0.352976,0
"560","seq561",-0.33432,42.7
"561","seq562",-0.383427,0
"562","seq563",-0.283365,38.4
"563","seq564",-0.29818,43.8
"564","seq565",-0.310918,0
"565","seq566",-0.368237,0
"566","seq567",-0.170977,76.5
"567","seq568",-0.421985,0
"568","seq569",-0.347248,0
"569","seq570",-0.242451,56.7
"570","seq571",-0.352522,54.3
"571","seq572",-0.426756,0
"572","seq573",-0.33929,0
"573","seq574",-0.189114,54.1
"574","seq575",-0.320829,40
"575","seq576",-0.34568,0
"576","seq577",-0.303446,41.3
"577","seq578",-0.248302,0
"578","seq579",-0.33119,47.5
"579","seq580",-0.384131,0
"580","seq581",-0.286593,45.7
"581","seq582",-0.26134,60.8
"582","seq583",-0.323414,49.4
"583","seq584",-0.260635,36.9
"584","seq585",-0.335771,0
"585","seq586",-0.168077,47.5
"586","seq587",-0.310895,45.5
"587","seq588",-0.37807,0
"588","seq589",-0.276944,0
"589","seq590",-0.356311,0
"590","seq591",-0.298627,49.1
"591","seq592",-0.423491,85.2
"592","seq593",-0.261247,48.4
"593","seq594",-0.376792,0
"594","seq595",-0.349593,0
"595","seq596",-0.236944,55.6
"596","seq597",-0.301285,0
"597","seq598",-0.404799,0
"598","seq599",-0.370452,0
"599","seq600",-0.320393,0
"600","seq601",-0.324507,0
"601","seq602",-0.365442,0
"602","seq603",-0.333529,42.2
"603","seq604",-0.258772,90
"604","seq605",-0.269351,0
"605","seq606",-0.381941,0
"606","seq607",-0.265789,57
"607","seq608",-0.279273,0
"608","seq609",-0.270146,0
"609","seq610",-0.138042,68.5
"610","seq611",-0.423669,0
"611","seq612",-0.316416,0
"612","seq613",-0.333282,0
"613","seq614",-0.228065,64.2
"614","seq615",-0.18482,52.6
"615","seq616",-0.408816,0
"616","seq617",-0.341215,0
"617","seq618",-0.257869,0
"618","seq619",-0.317888,0
"619","seq620",-0.340657,33.3
"620","seq621",-0.35182,0
"621","seq622",-0.349285,32.2
"622","seq623",-0.182939,65.5
"623","seq624",-0.328064,0
"624","seq625",-0.149956,45.5
"625","seq626",-0.239282,36.2
"626","seq627",-0.362297,0
"627","seq628",-0.22019,61.6
"628","seq629",-0.353382,0
"629","seq630",-0.270475,0
"630","seq631",-0.321593,0
"631","seq632",-0.197381,61.6
"632","seq633",-0.342486,0
"633","seq634",-0.416443,0
"634","seq635",-0.291326,0
"635","seq636",-0.347229,0
"636","seq637",-0.222878,68.4
"637","seq638",-0.26541,0
"638","seq639",-0.196746,50.4
"639","seq640",-0.136772,53.3
"640","seq641",-0.34481,0
"641","seq642",-0.327795,0
"642","seq643",-0.28775,0
"643","seq644",-0.120929,68.2
"644","seq645",-0.344657,41.4
"645","seq646",-0.348756,0
"646","seq647",-0.354073,0
"647","seq648",-0.220471,0
"648","seq649",-0.290316,41.8
"649","seq650",-0.243962,51.8
"650","seq651",-0.200324,57.1
"651","seq652",-0.290964,0
"652","seq653",-0.233682,50.5
"653","seq654",-0.155412,57.5
"654","seq655",-0.313542,0
"655","seq656",-0.147358,71.6
"656","seq657",-0.317435,0
"657","seq658",-0.248158,0
"658","seq659",-0.276821,0
"659","seq660",-0.327447,42.9
"660","seq661",-0.325318,49.3
"661","seq662",-0.314094,0
"662","seq663",-0.184459,70.9
"663","seq664",-0.383075,0
"664","seq665",-0.282931,82.1
"665","seq666",-0.27789,0
"666","seq667",-0.35585,0
"667","seq668",-0.297026,0
"668","seq669",-0.274043,44.1
"669","seq670",-0.059563,89.5
"670","seq671",-0.271148,0
"671","seq672",-0.261346,0
"672","seq673",-0.23338,0
"673","seq674",-0.231031,44.9
"674","seq675",-0.305161,0
"675","seq676",-0.314563,0
"676","seq677",-0.220784,37.8
"677","seq678",-0.147614,56.6
"678","seq679",-0.200143,59.7
"679","seq680",-0.374404,0
"680","seq681",-0.212142,50.6
"681","seq682",-0.374072,0
"682","seq683",-0.275943,0
"683","seq684",-0.320889,29.4
"684","seq685",-0.237944,56.2
"685","seq686",-0.115245,78.9
"686","seq687",-0.281715,0
"687","seq688",-0.370151,0
"688","seq689",-0.311148,0
"689","seq690",-0.198735,66.9
"690","seq691",-0.31242,0
"691","seq692",-0.322879,0
"692","seq693",-0.315625,0
"693","seq694",-0.310719,39.5
"694","seq695",-0.345003,0
"695","seq696",-0.275047,0
"696","seq697",-0.261905,39.2
"697","seq698",-0.355983,44
"698","seq699",-0.295406,41.9
"699","seq700",-0.393751,51.2
"700","seq701",-0.19759,46.2
"701","seq702",-0.285766,0
"702","seq703",-0.173592,70.3
"703","seq704",-0.269884,0
"704","seq705",-0.288006,0
"705","seq706",-0.330903,0
"706","seq707",-0.31564,45.8
"707","seq708",-0.221847,59.5
"708","seq709",-0.257201,65.2
"709","seq710",-0.338888,0
"710","seq711",-0.109195,71.4
"711","seq712",-0.315388,0
"712","seq713",-0.368509,0
"713","seq714",-0.411064,0
"714","seq715",-0.189843,80.6
"715","seq716",-0.230108,62.2
"716","seq717",-0.250665,82.6
"717","seq718",-0.40024,0
"718","seq719",-0.306902,0
"719","seq720",-0.359193,0
"720","seq721",-0.372588,0
"721","seq722",-0.275771,38.5
"722","seq723",-0.287569,0
"723","seq724",-0.384045,39.8
"724","seq725",-0.337746,34
"725","seq726",-0.367376,0
"726","seq727",-0.410951,26.1
"727","seq728",-0.369905,0
"728","seq729",-0.366509,0
"729","seq730",-0.292939,32.1
"730","seq731",-0.33249,0
"731","seq732",-0.217015,57.4
"732","seq733",-0.346256,0
"733","seq734",-0.2975,0
"734","seq735",-0.397194,0
"735","seq736",-0.143963,0
"736","seq737",-0.235504,44.1
"737","seq738",-0.253072,46
"738","seq739",-0.375162,44.4
"739","seq740",-0.369758,0
"740","seq741",-0.160453,59.5
"741","seq742",-0.343461,0
"742","seq743",-0.117488,62.9
"743","seq744",-0.375569,0
"744","seq745",-0.366982,0
"745","seq746",-0.354754,60
"746","seq747",-0.338371,0
"747","seq748",-0.170525,51.3
"748","seq749",-0.188602,61.7
"749","seq750",-0.224611,57.9
"750","seq751",-0.285884,38.7
"751","seq752",-0.362979,0
"752","seq753",-0.224312,84.7
"753","seq754",-0.197413,45.5
"754","seq755",-0.29612,33.1
"755","seq756",-0.173432,66.7
"756","seq757",-0.293711,55.1
"757","seq758",-0.303144,0
"758","seq759",-0.320071,0
"759","seq760",-0.250811,56.1
"760","seq761",-0.151004,61.3
"761","seq762",-0.258168,0
"762","seq763",-0.203665,46.7
"763","seq764",-0.344793,0
"764","seq765",-0.220879,0
"765","seq766",-0.316593,37.5
"766","seq767",-0.201637,45.5
"767","seq768",-0.17645,72.4
"768","seq769",-0.333408,0
"769","seq770",-0.340234,0
"770","seq771",-0.210691,63
"771","seq772",-0.223797,54
"772","seq773",-0.458961,0
"773","seq774",-0.075631,78.3
"774","seq775",-0.339601,0
"775","seq776",-0.33108,0
"776","seq777",-0.408175,48.8
"777","seq778",-0.280022,0
"778","seq779",-0.308335,49.3
"779","seq780",-0.322735,0
"780","seq781",-0.279092,46.4
"781","seq782",-0.301364,50
"782","seq783",-0.261804,0
"783","seq784",-0.342081,36.5
"784","seq785",-0.352037,0
"785","seq786",-0.404257,0
"786","seq787",-0.252233,37.3
"787","seq788",-0.343407,41.3
"788","seq789",-0.176312,57.8
"789","seq790",-0.25602,69.7
"790","seq791",-0.317437,0
"791","seq792",-0.281099,82.9
"792","seq793",-0.298641,0
"793","seq794",-0.30202,93.3
"794","seq795",-0.383052,0
"795","seq796",-0.243611,60.8
"796","seq797",-0.296884,44.1
"797","seq798",-0.267615,0
"798","seq799",-0.374182,43.7
"799","seq800",-0.247284,57
"800","seq801",-0.237144,0
"801","seq802",-0.333849,0
"802","seq803",-0.148254,60.6
"803","seq804",-0.328159,0
"804","seq805",-0.311054,39.2
"805","seq806",-0.277152,37.5
"806","seq807",-0.313701,0
"807","seq808",-0.372669,36.4
"808","seq809",-0.285558,0
"809","seq810",-0.274164,31
"810","seq811",-0.332674,0
"811","seq812",-0.321677,37
"812","seq813",-0.454175,0
"813","seq814",-0.120561,61.7
"814","seq815",-0.132578,70.3
"815","seq816",-0.196188,72.8
"816","seq817",-0.244663,33.3
"817","seq818",-0.294938,0
"818","seq819",-0.154878,61.4
"819","seq820",-0.409139,0
"820","seq821",-0.110333,81.6
"821","seq822",-0.075763,69
"822","seq823",-0.145083,58.4
"823","seq824",-0.379458,0
"824","seq825",-0.108906,57.4
"825","seq826",-0.228295,67
"826","seq827",-0.21739,52.1
"827","seq828",-0.338931,0
"828","seq829",-0.28948,0
"829","seq830",-0.345243,0
"830","seq831",-0.169913,73.7
"831","seq832",-0.384444,0
"832","seq833",-0.31479,0
"833","seq834",-0.369738,0
"834","seq835",-0.091473,86.6
"835","seq836",-0.257122,67.5
"836","seq837",-0.339947,0
"837","seq838",-0.338585,0
"838","seq839",-0.346578,0
"839","seq840",-0.22076,46.2
"840","seq841",-0.35904,0
"841","seq842",-0.318892,0
"842","seq843",-0.344245,0
"843","seq844",-0.340237,61.4
"844","seq845",-0.382839,32.1
"845","seq846",-0.207355,75.2
"846","seq847",-0.164458,56.2
"847","seq848",-0.272025,0
"848","seq849",-0.213689,44.1
"849","seq850",-0.198688,56.1
"850","seq851",-0.36949,36.6
"851","seq852",-0.254786,0
"852","seq853",-0.31141,0
"853","seq854",-0.302887,0
"854","seq855",-0.367303,46.5
"855","seq856",-0.181689,56.2
"856","seq857",-0.097989,68.4
"857","seq858",-0.286172,36.9
"858","seq859",-0.243446,77.7
"859","seq860",-0.331806,0
"860","seq861",-0.314868,0
"861","seq862",-0.441228,51.7
"862","seq863",-0.262569,56.1
"863","seq864",-0.234929,48.5
"864","seq865",-0.339465,56.3
"865","seq866",-0.388953,0
"866","seq867",-0.332039,0
"867","seq868",-0.265703,40.5
"868","seq869",-0.316659,0
"869","seq870",-0.371176,0
"870","seq871",-0.303626,39.4
"871","seq872",-0.383867,0
"872","seq873",-0.304831,0
"873","seq874",-0.289017,0
"874","seq875",-0.266728,0
"875","seq876",-0.294788,0
"876","seq877",-0.314972,38.1
"877","seq878",-0.357325,0
"878","seq879",-0.381678,38.9
"879","seq880",-0.330974,0
"880","seq881",-0.205235,62.9
"881","seq882",-0.331023,0
