id,score
seq_26914,0.9999119
seq_26983,0.99966574
seq_27106,0.99999845
seq_27188,0.9991441
seq_27340,7.469679e-09
seq_27357,0.9997613
seq_27374,0.10248363
seq_27492,0.02272771
seq_27499,0.9999782
seq_27548,0.99984705
seq_27558,1.4978561e-06
seq_27603,0.00012318508
seq_27678,3.7803136e-05
seq_27817,0.47690868
seq_27869,0.9169701
seq_27895,0.99999166
seq_28102,0.35010228
seq_28191,0.9996377
seq_28227,0.99978167
seq_28306,0.9974503
seq_28377,0.6150056
seq_28378,3.966625e-09
seq_28400,0.38807058
seq_28454,0.6477896
seq_28470,0.00039768047
seq_28518,0.99999845
seq_28520,0.9999988
seq_28594,0.32536516
seq_28608,0.999962
seq_28700,0.11248316
seq_28762,0.9998754
seq_28767,0.00011419609
seq_28795,0.00073542737
seq_28894,0.99997616
seq_28917,0.9515909
seq_28937,0.15410426
seq_28954,0.99887866
seq_28965,0.9999999
seq_29023,0.93593025
seq_29153,0.99716514
seq_29161,0.15475531
seq_29168,0.99849474
seq_29171,0.8089399
seq_29283,0.99956805
seq_29373,0.17437676
seq_29379,0.00026458374
seq_29395,0.9999802
seq_29423,0.13707867
seq_29472,6.3716936e-05
seq_29503,0.99999976
seq_29549,0.0010165443
seq_29653,0.039323602
seq_29759,0.92440325
seq_29873,0.9952975
seq_29946,0.0019207671
seq_29953,0.010568564
seq_29985,0.4073427
seq_30021,0.40314895
seq_30064,6.2335013e-09
seq_30277,0.00042378067
seq_30352,0.00088083994
seq_30413,7.191612e-08
seq_30419,0.98834807
seq_30523,0.63733923
seq_30544,0.9946741
seq_30580,0.99386555
seq_30585,0.9999938
seq_30647,0.9963386
seq_30716,0.18555441
seq_30762,0.0055196295
seq_30843,0.022278966
seq_30873,0.00044044838
seq_30904,0.9990402
seq_30918,2.0657535e-06
seq_31032,0.99315155
seq_31135,0.9999368
seq_31325,0.00026851866
seq_31351,0.99578875
seq_31373,0.9999927
seq_31524,0.068976715
seq_31581,0.9997949
seq_31605,0.9819639
seq_31676,0.9999596
seq_31740,0.9376929
seq_31851,0.9996736
seq_31862,0.990355
seq_31877,0.99940073
seq_32085,0.97717345
seq_32095,0.99994636
seq_32124,3.0770495e-09
seq_32131,0.018077532
seq_32222,0.68578535
seq_32228,2.4948825e-08
seq_32263,9.259086e-07
seq_32305,0.91469854
seq_32311,1.0683191e-06
seq_32323,1.4629112e-11
seq_32327,0.0015340502
seq_32352,0.99997115
seq_32469,0.9998492
seq_32471,0.029703777
seq_32539,5.313068e-05
seq_32656,3.113673e-07
seq_32667,0.9999902
seq_32673,0.91412264
seq_32727,0.0014018433
seq_32840,1.0
seq_32953,0.99977595
seq_32999,0.00032335662
seq_33023,0.010663261
seq_33035,0.9976597
seq_33040,2.399679e-06
seq_33062,0.9999945
seq_33078,0.00015907806
seq_33094,0.9956059
seq_33137,0.13594088
seq_33171,3.9925322e-05
seq_33301,0.00011650356
seq_33430,0.9993888
seq_33503,0.00013997214
seq_33598,0.99996436
seq_33682,0.00023639938
seq_33702,5.9485833e-06
seq_33737,0.9999832
seq_33770,0.9999969
seq_33790,0.99990785
seq_33900,0.99999666
seq_33990,0.3729181
seq_34026,2.64524e-10
seq_34091,0.99997044
seq_34297,3.9553544e-08
seq_34310,0.80747247
seq_34327,0.0042085955
seq_34388,0.00070264004
seq_34405,0.99810165
seq_34514,0.0005889115
seq_34517,0.9978033
seq_34619,3.1001827e-07
seq_34685,2.5534845e-07
seq_34767,0.21839175
seq_34897,1.9891595e-05
seq_34921,4.8300528e-05
seq_34963,0.9999993
seq_35047,0.9472735
seq_35083,0.99168956
seq_35188,0.9999325
seq_35217,1.1944479e-09
seq_35241,0.9999213
seq_35259,0.99995387
seq_35347,0.66087383
seq_35414,7.322048e-05
seq_35422,1.2729697e-06
seq_35465,1.0
seq_35598,2.7142692e-06
seq_35605,0.00023410254
seq_35610,2.8990398e-05
seq_35716,0.027451253
seq_35748,1.8789162e-06
seq_35810,0.9051249
seq_35859,0.9992335
seq_35883,0.99793065
seq_35927,0.20350735
seq_36000,5.486186e-06
seq_36003,0.9999404
seq_36020,0.9997147
seq_36021,0.9999994
seq_36076,0.99999523
seq_36104,0.99926096
seq_36109,6.867303e-05
seq_36128,3.4742592e-07
seq_36183,0.99999845
seq_36227,0.21159819
seq_36323,0.9997253
seq_36364,0.8445282
seq_36398,0.0020741127
seq_36428,0.019765254
seq_36465,0.99991953
seq_36490,0.00028495988
seq_36548,0.9997253
seq_36598,0.33821696
seq_36704,0.045918804
seq_36731,0.9994923
seq_36749,0.99724126
seq_37015,1.1636787e-08
seq_37045,0.6561572
seq_37055,0.98681575
seq_37079,4.086195e-06
seq_37093,0.9901806
seq_37189,0.64090705
seq_37287,0.9998994
seq_37321,0.9880344
seq_37377,0.06821879
seq_37382,0.00079770957
seq_37485,0.19021346
seq_37525,3.4958057e-07
seq_37626,0.9962386
seq_37653,0.99999726
seq_37685,0.9949399
seq_37869,0.9999951
seq_37894,0.8435082
seq_37929,0.879261
seq_37943,0.99999785
seq_37949,0.999516
seq_38077,0.5030764
seq_38130,5.4007018e-08
seq_38162,0.98373276
seq_38245,2.731242e-12
seq_38280,0.99994075
seq_38321,0.9999553
seq_38342,0.90151286
seq_38395,0.2052657
seq_38513,0.998743
seq_38542,0.9974916
seq_38860,0.9949392
seq_38908,0.9997347
seq_39203,0.9602651
seq_39408,0.99983704
seq_39487,0.98054427
seq_39619,1.206039e-08
seq_39682,2.8256366e-09
seq_39726,0.94459444
seq_39778,0.99999976
seq_39780,0.60142416
seq_39826,0.0009484297
seq_39858,0.9999906
seq_39978,2.1247947e-08
seq_39984,0.01362598
seq_40004,5.3723314e-05
seq_40077,0.9999789
seq_40108,0.9880689
seq_40314,0.0021819521
seq_40318,0.9986628
seq_40337,0.058149546
seq_40372,5.4425436e-05
seq_40423,0.76277304
seq_40447,0.9996958
seq_40450,0.0053333915
seq_40471,0.9933663
seq_41178,0.029701186
seq_41265,0.006570185
seq_41285,0.94192576
seq_41344,0.99999976
seq_41352,0.99816114
seq_41422,0.9352472
seq_41427,0.9818101
seq_41452,0.9891278
seq_41541,5.1012663e-05
seq_41657,0.00021687361
seq_41659,0.0106667625
seq_41689,0.9951593
seq_41695,0.0149546135
seq_41876,2.6344022e-08
seq_41925,5.4905655e-08
seq_42289,0.9976979
seq_42305,0.9999727
seq_42307,0.99963295
seq_42367,0.99790704
seq_42440,0.0020243938
seq_42454,3.6810457e-06
seq_42493,0.002279364
seq_42637,1.0
seq_42705,0.99887425
seq_42718,0.74125504
seq_42741,0.99961555
seq_42774,0.98118764
seq_42812,0.99999964
seq_42923,0.9999993
seq_42941,0.99941885
seq_42982,0.0027570769
seq_42994,2.3194739e-06
seq_43067,0.9999695
seq_43201,1.0830268e-07
seq_43237,0.9999919
seq_43285,0.98784745
seq_43386,0.0023844517
seq_43412,1.6957344e-08
seq_43439,0.97399956
seq_43490,0.002775667
seq_43509,1.0
seq_43667,1.0
seq_43677,0.99999475
seq_43741,0.013651075
seq_43756,0.9975872
seq_43772,0.9999938
seq_43773,0.99997723
seq_43851,0.15356894
seq_43901,0.18364336
seq_43902,0.8742846
seq_43951,0.99999666
seq_43971,0.9999908
seq_44001,0.9999789
seq_44148,0.97125757
seq_44200,0.09795964
seq_44380,0.99999976
seq_44431,0.00052013417
seq_44450,0.0018098932
seq_44652,0.99999344
seq_44710,0.9900434
seq_44716,9.729663e-05
seq_44778,0.99931467
seq_44827,0.0024714237
seq_44864,0.99999154
seq_44924,0.05289375
seq_44928,0.9999865
seq_44956,0.24918856
seq_45008,0.093748875
seq_45031,0.99551696
seq_45109,0.06280532
seq_45145,0.999985
seq_45185,0.997384
seq_45210,0.9859635
seq_45216,0.9999541
seq_45240,0.70103306
seq_45334,0.9762763
seq_45335,7.9864094e-08
seq_45371,0.94523287
seq_45376,0.24247093
seq_45413,0.99999976
seq_45443,0.9999876
seq_45631,0.999688
seq_45688,0.0011381323
seq_45810,5.904098e-05
seq_45979,0.97304904
seq_46056,0.9999542
seq_46063,0.017558152
seq_46071,0.00018493948
seq_46114,0.96746564
seq_46115,0.99999833
seq_46146,0.621443
seq_46170,0.9947184
seq_46191,0.80351454
seq_46211,0.022514133
seq_46296,1.5440743e-07
seq_46445,0.9998165
seq_46449,0.99974996
seq_46450,0.9992055
seq_46492,0.9536301
seq_46602,0.9862498
seq_46614,0.118123464
seq_46673,0.08642044
seq_46718,0.0059821587
seq_46754,0.99998665
seq_46834,0.9999367
seq_46841,0.9999821
seq_46867,0.97791594
seq_46880,0.99270904
seq_46902,0.99922705
seq_46908,0.003650299
seq_46988,0.99998355
seq_47024,0.99999547
seq_47041,0.94731617
seq_47046,0.99466634
seq_47079,0.9223071
seq_47155,0.9971679
seq_47180,0.020518193
seq_47199,0.00030878372
seq_47265,0.99743587
seq_47268,0.99994195
seq_47331,0.044028867
seq_47383,0.19584633
seq_47431,0.00016387951
seq_47456,1.2431684e-06
seq_47495,1.3502548e-06
seq_47593,0.07218773
seq_47833,2.2447977e-10
seq_47926,0.019028397
seq_47963,0.0017872916
seq_47989,0.9999815
seq_47991,0.033199325
seq_47992,0.0355754
seq_48038,0.64124364
seq_48237,0.6963653
seq_48399,0.46268725
seq_48471,0.95713013
seq_48506,0.29753155
seq_48574,0.99998474
seq_48610,0.22145866
seq_48763,0.5106277
seq_48823,0.96853113
seq_48859,0.9999778
seq_49276,0.99634796
seq_49460,0.998273
seq_49477,0.9999124
seq_49558,0.22241043
seq_49635,0.0052837064
seq_49680,0.9999975
seq_49782,8.187721e-06
seq_49785,0.9999956
seq_49843,1.0
seq_49880,0.8613018
seq_49893,0.07246909
seq_49926,0.95144165
